Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Departamento;Santa Fe;2;1;1;70;11340.0;3325.0;
Departamento;Coyoacán;2;0;0;99;11550.0;3220.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;42;2450.0;1802.5;290.5
Departamento;Condesa;3;1;0;80;10850.0;2450.0;4228.0
Departamento;Condesa;2;1;0;74;9100.0;3573.5;
Departamento;San Pedro de los Pinos;2;1;0;75;10150.0;3241.0;315.0
Departamento;Santa Fe;4;3;4;250;33250.0;9800.0;1830.5
Tienda/Salón;Centro Histórico;0;0;0;530;42000.0;26022.5;6125.0
Departamento;Coyoacán;4;1;3;250;42000.0;8050.0;3629.5
Departamento;Santa Fe;4;3;2;260;26250.0;12425.0;1225.0
Departamento;Del Valle;2;0;0;85;7350.0;2450.0;332.5
Departamento;Roma Norte;2;1;0;69;6650.0;2100.0;245.0
Departamento;San Rafael;2;1;0;56;6650.0;2124.5;311.5
Cochera/Estacionamiento;Centro Histórico;0;1;0;0;350.0;;
Departamento;Coyoacán;4;3;4;480;136500.0;32900.0;
Departamento;Santa Fe;4;3;3;180;24500.0;6772.5;1571.5
Departamento;Condesa;2;0;0;81;10500.0;2695.0;556.5
Departamento;Santa Fe;2;1;1;88;8400.0;4595.5;
Conjunto Comercial/Sala;Santa Fe;0;4;0;125;24500.0;17500.0;3850.0
Casa de Condominio;La Florida;2;0;1;100;5250.0;560.0;280.0
Departamento;Coyoacán;3;3;3;169;31500.0;8050.0;3101.0
Tienda en Centro Comercial;Santa Fe;0;2;0;88;8750.0;15750.0;5404.0
Conjunto Comercial/Sala;Lomas de Chapultepec;0;0;0;120;70000.0;8400.0;
Conjunto Comercial/Sala;Santa Fe;0;0;0;45;3850.0;3500.0;3.5
Tienda en Centro Comercial;Coyoacán;0;2;0;25;17500.0;;525.0
Departamento;Lomas de Chapultepec;3;1;0;74;11550.0;2450.0;290.5
Departamento;Condesa;2;0;0;110;9800.0;2800.0;420.0
Departamento;Napoles;1;0;0;31;3990.0;1470.0;84.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;36;5600.0;2730.0;280.0
Conjunto Comercial/Sala;Coyoacán;0;0;0;32;5950.0;2625.0;
Conjunto Comercial/Sala;Santa Fe;0;3;0;108;20650.0;8484.0;
Casa;Condesa;5;3;0;260;24500.0;;570.5
Departamento;Santa Fe;2;1;0;70;8400.0;6300.0;525.0
Departamento;Industrial Vallejo;3;1;0;60;2625.0;826.0;
Departamento;La Condesa;1;0;0;48;4900.0;1680.0;70.0
Departamento;Condesa;5;1;1;400;29750.0;7560.0;1277.5
Departamento;Coyoacán;2;1;0;45;10500.0;2012.5;87.5
Departamento;Peralvillo;2;1;0;65;3325.0;2240.0;441.0
Departamento;Lomas de Chapultepec;2;0;0;100;13300.0;3150.0;682.5
Departamento;Iztapalapa;2;1;0;70;2975.0;700.0;
Departamento;Ciudad de los Deportes;2;1;1;63;3850.0;1263.5;
Tienda en Centro Comercial;Santa Fe;0;1;0;81;8750.0;8918.0;2544.5
Departamento;Santa Fe;3;2;2;480;52500.0;9625.0;2275.0
Departamento;Del Valle;2;0;0;51;6650.0;1575.0;87.5
Departamento;Roma;1;0;0;17;3850.0;1155.0;52.5
Departamento;Roma;3;0;0;100;21175.0;4042.5;819.0
Departamento;Bosques de las Lomas;2;1;1;90;9450.0;4725.0;875.0
Departamento;Villa Coapa;2;1;0;83;3325.0;;45.5
Departamento;Bosques de las Lomas;3;3;3;230;21000.0;16100.0;3465.0
Departamento;Peralvillo;2;1;1;62;5950.0;1750.0;234.5
Departamento;Lomas de Chapultepec;2;2;1;113;12250.0;4777.5;1354.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;54;8750.0;4200.0;6300.0
Departamento;San Miguel Chapultepec;2;1;0;63;4550.0;1750.0;
Galpón/Depósito/Almacén;Santa Marta Acatitla;0;12;0;3084;237492.5;68988.5;5866.0
Cocineta;Condesa;1;0;0;30;9100.0;1750.0;
Cocineta;Condesa;1;0;0;30;11200.0;1400.0;175.0
Cocineta;Centro Histórico;1;0;1;15;2625.0;;
Departamento;Bosques de las Lomas;3;3;1;250;38500.0;12250.0;3111.5
Departamento;San Pedro de los Pinos;3;1;0;95;8050.0;4550.0;420.0
Departamento;Villa de Guadalupe;1;1;0;45;2450.0;1246.0;441.0
Departamento;Santa Fe;2;1;0;90;7000.0;3430.0;5600.0
Tienda/Salón;Condesa;0;1;0;26;2450.0;3514.0;595.0
Departamento;Santa Fe;1;1;1;80;5950.0;3430.0;875.0
Casa;Álvaro Obregón;1;0;0;35;1400.0;;
Departamento;Santa Fe;2;1;1;70;7700.0;3500.0;245.0
Departamento;Santa Fe;4;3;1;190;19250.0;5600.0;1522.5
Tienda/Salón;Condesa;0;0;0;260;122500.0;2625.0;4725.0
Conjunto Comercial/Sala;Santa Fe;0;10;0;1100;231000.0;105000.0;83251.0
Tienda/Salón;Roma;0;5;0;525;226443.0;;
Departamento;Condesa;3;1;0;140;12250.0;4375.0;
Departamento;Narvarte;1;1;1;87;4900.0;3699.5;567.0
Departamento;Santa Fe;4;3;2;210;18550.0;7280.0;1750.0
Casa de Condominio;Tláhuac;2;1;0;70;2800.0;700.0;
Conjunto Comercial/Sala;Centro Histórico;100;39;0;1600;560000.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;570;68250.0;30800.0;
Departamento;Lomas de Chapultepec;4;3;4;300;105000.0;14955.5;5449.5
Departamento;Coyoacán;3;1;1;140;25200.0;10150.0;1750.0
Casa de Condominio;Polanco;4;4;1;380;42000.0;3045.0;4515.0
Departamento;Polanco;2;1;1;86;14350.0;2905.0;899.5
Departamento;Lomas de Chapultepec;3;1;0;110;21700.0;3097.5;
Casa de Condominio;Santa Fe;4;4;3;280;38500.0;4200.0;3850.0
Departamento;Narvarte;2;1;0;60;6300.0;1470.0;
Departamento en Hotel;Roma;1;1;1;50;8750.0;2926.0;661.5
Departamento;Santa Fe;2;1;1;140;15750.0;3185.0;1470.0
Departamento;San Rafael;1;0;1;30;3850.0;2030.0;
Departamento;Peralvillo;2;1;0;52;2450.0;1470.0;122.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;45;1750.0;3850.0;
Departamento;Bosques de las Lomas;2;1;0;77;9450.0;3675.0;1057.0
Departamento;Condesa;3;1;1;194;26250.0;5985.0;16243.5
Tienda en Centro Comercial;Santa Fe;0;0;0;34;9450.0;3664.5;1141.0
Departamento;Lomas de Chapultepec;3;3;1;208;28000.0;5950.0;3377.5
Cocineta;Condesa;1;0;0;25;4200.0;1113.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;50;4200.0;4725.0;805.0
Departamento;San Ángel;3;1;2;220;24500.0;11200.0;1575.0
Conjunto Comercial/Sala;Santa Fe;0;14;0;350;73500.0;;
Departamento;Santa Fe;3;2;1;204;16100.0;8123.5;1711.5
Departamento;Santa Fe;3;1;3;80;9800.0;4550.0;
Departamento;Lomas de Chapultepec;4;2;2;205;52500.0;21000.0;2702.0
Departamento;Santa Fe;3;2;1;165;22750.0;5260.5;1155.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;576;100957.5;31297.0;7248.5
Conjunto Comercial/Sala;Condesa;0;0;0;73;14000.0;4770.5;1029.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;34;3150.0;1676.5;399.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;49;4200.0;2159.5;241.5
Departamento;Lomas de Chapultepec;3;2;1;140;15750.0;8932.0;2082.5
Departamento;Del Valle;3;1;1;150;11200.0;5264.0;1053.5
Departamento;Lomas de Padierna;1;1;0;47;4200.0;1015.0;171.5
Departamento;Narvarte;2;1;0;70;6475.0;2618.0;168.0
Departamento;Lomas de Chapultepec;2;1;1;82;20650.0;3948.0;1050.0
Departamento;Santa Fe;4;4;4;330;70000.0;6300.0;36750.0
Departamento;Santa Fe;3;2;1;140;17150.0;5600.0;12530.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;55;3150.0;4266.5;483.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;22;2100.0;2789.5;574.0
Conjunto Comercial/Sala;Coyoacán;0;0;0;30;8050.0;3080.0;
Tienda/Salón;Centro Histórico;0;0;0;172;8750.0;;1368.5
Departamento;Narvarte;3;1;1;106;7175.0;3052.0;3528.0
Departamento;Napoles;1;0;0;55;7000.0;2047.5;276.5
Departamento;Coyoacán;3;3;3;310;56000.0;10500.0;3850.0
Departamento;San Miguel Chapultepec;2;1;1;79;4550.0;3325.0;105.0
Conjunto Comercial/Sala;Lomas de Chapultepec;0;8;0;408;316414.0;91000.0;
Departamento;El Contadero;2;0;0;92;5600.0;;346.5
Departamento;Santa Fe;2;1;1;102;8750.0;5173.0;892.5
Galpón/Depósito/Almacén;San Mateo;0;0;0;190;12600.0;;1018.5
Departamento;Condesa;3;1;1;160;14000.0;5659.5;1050.0
Casa Comercial;Condesa;12;0;12;360;59500.0;;4025.0
Cocineta;Condesa;1;0;0;38;6300.0;1750.0;350.0
Departamento;Condesa;1;0;0;30;4200.0;2275.0;189.0
Departamento;Coyoacán;3;1;0;80;14000.0;4200.0;878.5
Departamento;Lomas de Chapultepec;4;2;2;300;98000.0;12180.0;
Departamento;Polanco;3;2;2;145;16380.0;4536.0;1109.5
Departamento;Santa Fe;1;1;1;68;9800.0;4375.0;766.5
Departamento;Polanco;2;2;1;83;12250.0;5705.0;686.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;125;12250.0;10850.0;2712.5
Departamento;Lomas de Chapultepec;3;2;1;180;33250.0;9814.0;3325.0
Conjunto Comercial/Sala;Roma;0;1;0;80;15750.0;7640.5;1624.0
Departamento;Condesa;2;1;1;110;14000.0;3535.0;882.0
Conjunto Comercial/Sala;Narvarte;0;0;0;50;4200.0;4410.0;931.0
Departamento;Roma;3;0;0;123;11200.0;1473.5;637.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;309;52500.0;17500.0;2275.0
Departamento;Santa Fe;3;2;3;120;9800.0;4480.0;1260.0
Departamento;Lomas de Chapultepec;2;3;1;168;31500.0;7434.0;1970.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;44;3150.0;525.0;581.0
Edificio Completo;Condesa;1;1;0;450;220500.0;47250.0;13387.5
Departamento;Ciudad de los Deportes;1;0;1;50;2100.0;;
Departamento;Santa Fe;1;0;0;71;7350.0;4200.0;770.0
Departamento;Narvarte;2;1;1;81;8225.0;2971.5;280.0
Departamento;Mixcoac;3;1;0;90;6650.0;735.0;560.0
Departamento;Bosques de las Lomas;2;1;1;56;12250.0;5215.0;1130.5
Departamento;Lomas de Chapultepec;4;2;1;200;40250.0;10692.5;1750.0
Casa;Santa Fe;6;4;6;540;87500.0;8165.5;10150.0
Departamento;Narvarte;3;0;0;98;5950.0;1365.0;325.5
Departamento;San Rafael;2;0;0;66;2450.0;3150.0;161.0
Departamento;Coyoacán;3;2;1;200;22050.0;7700.0;1400.0
Departamento;Peralvillo;2;1;0;60;3150.0;1470.0;52.5
Conjunto Comercial/Sala;Centro Histórico;0;1;0;182;29750.0;11200.0;
Departamento;Condesa;2;0;0;65;4900.0;2100.0;
Departamento;Lomas de Chapultepec;4;2;2;230;62650.0;17500.0;3500.0
Departamento;San Ángel;3;1;1;138;27650.0;6650.0;11963.0
Departamento;Coyoacán;3;1;0;130;28000.0;7000.0;1680.0
Departamento;Roma;3;1;1;123;14000.0;4158.0;773.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;35;5250.0;4200.0;700.0
Departamento;Roma;1;0;0;38;4550.0;1400.0;87.5
Departamento en Hotel;Santa Fe;1;1;0;71;9450.0;5950.0;633.5
Departamento;Narvarte;2;1;0;88;3850.0;2425.5;112.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;30;1750.0;1715.0;297.5
Departamento;Condesa;1;0;0;36;5950.0;2212.0;241.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;106;12250.0;7392.0;1680.0
Cocineta;Condesa;1;0;0;30;4025.0;1575.0;105.0
Departamento;Narvarte;2;0;1;80;4550.0;;287.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;20;3850.0;2450.0;
Departamento;Condesa;1;0;0;37;7700.0;1942.5;245.0
Departamento;Coyoacán;3;1;1;126;21000.0;5834.5;2065.0
Departamento;San Ángel;2;1;0;63;11550.0;2275.0;
Departamento;Santa Fe;2;1;0;74;7350.0;2625.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;31;2800.0;1911.0;444.5
Departamento;Santa Fe;2;1;1;70;8050.0;3500.0;280.0
Departamento;Santa Fe;4;3;4;292;56000.0;17500.0;5250.0
Departamento;Santa Fe;4;2;1;330;31500.0;10850.0;3797.5
Casa;Santa Fe;4;6;2;232;22750.0;3850.0;2800.0
Departamento;Roma;3;1;1;102;17850.0;4550.0;1197.0
Departamento;La Condesa;1;0;0;28;5250.0;875.0;
Departamento;Santa Fe;2;2;1;65;5600.0;4445.0;815.5
Departamento;Nueva Santa María;2;1;0;69;4375.0;2100.0;
Departamento;Las Águilas;2;1;0;48;3500.0;1190.0;315.0
Departamento;Lomas de Chapultepec;4;2;2;240;62650.0;17500.0;3500.0
Departamento;Del Valle;4;2;1;350;35000.0;10500.0;1410.5
Departamento;Santa Fe;2;1;1;87;8050.0;5187.0;878.5
Departamento;Santa Fe;3;1;1;75;6650.0;2625.0;210.0
Departamento;Santa Fe;2;1;1;80;12250.0;3850.0;490.0
Casa de Condominio;Santa Fe;5;6;5;1050;52500.0;7000.0;7000.0
Departamento;Condesa;3;0;2;130;14000.0;3325.0;700.0
Conjunto Comercial/Sala;Centro Histórico;0;3;0;134;41440.0;10143.0;3013.5
Conjunto Comercial/Sala;Santa Fe;0;0;0;5124;2149000.0;;
Conjunto Comercial/Sala;Santa Fe;0;1;0;46;5075.0;3097.5;885.5
Departamento;Culhuacán CTM;3;0;0;58;3465.0;350.0;
Casa Comercial;Polanco;0;0;0;80;21000.0;;3500.0
Departamento;San Pedro de los Pinos;2;1;0;72;10150.0;2852.5;336.0
Departamento;Peralvillo;2;1;1;61;3500.0;1711.5;
Departamento;Tlalpan;3;1;1;220;56000.0;9649.5;1904.0
Galpón/Depósito/Almacén;Santa María la Ribera;0;14;0;590;52500.0;;
Tienda/Salón;Villa de Guadalupe;0;1;0;55;6300.0;3237.5;1837.5
Departamento;Condesa;3;1;0;290;28000.0;7112.0;24500.0
Departamento;Narvarte;2;1;0;72;5250.0;2569.0;
Conjunto Comercial/Sala;Santa Fe;0;2;0;113;28000.0;8015.0;29652.0
Departamento;El Arenal;2;1;0;90;4900.0;1680.0;297.5
Departamento en Hotel;Coyoacán;2;1;2;90;28000.0;7700.0;
Departamento;Narvarte;3;0;0;86;5250.0;2415.0;290.5
Departamento;Coyoacán;3;2;1;200;33250.0;12600.0;5250.0
Loft;Santa Fe;1;1;0;50;9219.0;4641.0;840.0
Conjunto Comercial/Sala;Roma;0;15;0;650;193375.0;42427.0;
Casa;Polanco;4;2;4;387;87500.0;945.0;23313.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;66;10500.0;2334.5;420.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;33;3150.0;1085.0;248.5
Departamento;Condesa;2;0;1;120;13300.0;4945.5;1099.0
Departamento;Condesa;4;1;2;270;47250.0;9800.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;107;8750.0;5957.0;1494.5
Departamento;Coyoacán;3;2;1;108;21000.0;7350.0;1631.0
Tienda/Salón;Lomas de Chapultepec;0;0;0;50;52500.0;;1750.0
Departamento;Coyoacán;3;2;1;220;31500.0;12600.0;4900.0
Tienda/Salón;Condesa;0;0;0;235;70000.0;;
Departamento;Coyoacán;1;0;1;46;6300.0;3276.0;301.0
Departamento;San Sebastián;2;0;0;65;4550.0;1638.0;105.0
Departamento;Coyoacán;1;0;1;48;7350.0;1890.0;283.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;194;23800.0;16233.0;4427.5
Departamento;Napoles;4;0;1;350;35000.0;9450.0;22750.0
Departamento;Condesa;2;0;1;45;5600.0;2170.0;
Tienda/Salón;Santa Fe;0;2;0;150;17500.0;7980.0;
Departamento;Santa Fe;3;2;1;201;33250.0;8050.0;47250.0
Conjunto Comercial/Sala;Roma Norte;0;2;0;270;28000.0;;1732.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;30;2275.0;1473.5;
Departamento;Centro Histórico;1;0;1;38;4025.0;1400.0;87.5
Departamento;Napoles;3;1;0;200;28000.0;8050.0;1785.0
Departamento;Condesa;2;0;0;56;10500.0;;
Tienda en Centro Comercial;Santa Fe;0;1;0;50;10150.0;6405.0;3475.5
Conjunto Comercial/Sala;Roma;0;56;0;4235;1852812.5;401096.5;120207.5
Cochera/Estacionamiento;Condesa;0;9;0;0;1575.0;;
Departamento;Santa Fe;3;2;3;89;15750.0;4200.0;738.5
Galpón/Depósito/Almacén;Narvarte;0;60;0;700;34650.0;;
Departamento;Santa Fe;4;3;2;398;56000.0;9100.0;38500.0
Departamento;Coyoacán;2;2;1;130;28000.0;7000.0;2310.0
Departamento;Santa Fe;2;1;1;69;8750.0;3290.0;2800.0
Departamento;Coyoacán;4;2;1;200;33250.0;12600.0;5250.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;28;2800.0;2520.0;455.0
Departamento;Roma;1;1;0;65;7700.0;2376.5;94.5
Departamento;Santa Fe;2;1;2;100;35000.0;18042.5;1757.0
Departamento;Santa Fe;2;2;1;75;4900.0;2800.0;350.0
Departamento;Lomas de Chapultepec;3;1;2;155;25200.0;5302.5;1883.0
Departamento;Narvarte;2;1;1;70;5600.0;2590.0;
Departamento;Lomas de Chapultepec;2;2;1;65;17500.0;6825.0;1050.0
Conjunto Comercial/Sala;Centro Histórico;0;4;0;250;10500.0;7420.0;1771.0
Departamento;Narvarte;3;2;1;150;7000.0;5950.0;735.0
Departamento;Santa Fe;4;3;4;245;38500.0;10500.0;1904.0
Conjunto Comercial/Sala;Villa de Cortés;0;0;0;178;8750.0;;1015.0
Departamento;Bosques de las Lomas;3;2;3;125;16800.0;5600.0;1610.0
Departamento;Lomas de Chapultepec;2;0;1;71;23450.0;7245.0;
Conjunto Comercial/Sala;Roma;0;7;0;457;175000.0;61411.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;320;56000.0;22190.0;6212.5
Departamento;Condesa;1;0;1;39;6300.0;2100.0;
Departamento;Condesa;1;0;0;21;2800.0;1092.0;52.5
Departamento;San Miguel Chapultepec;3;1;0;95;4375.0;2275.0;210.0
Casa de Condominio;Los Alpes;6;4;6;550;87500.0;;2352.0
Departamento;Condesa;1;0;0;36;7700.0;2065.0;
Departamento;Santa Fe;2;1;1;67;7000.0;4550.0;416.5
Departamento;Condesa;3;2;1;190;24500.0;7000.0;2236.5
Departamento;San Rafael;3;0;0;64;4550.0;1085.0;70.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;60;7000.0;3010.0;595.0
Departamento;Coyoacán;3;0;0;90;12250.0;3493.0;332.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;200;21000.0;13055.0;1750.0
Departamento;Condesa;3;1;0;90;13300.0;3150.0;805.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;35;7000.0;3531.5;917.0
Casa Comercial;Centro Histórico;0;2;0;258;49000.0;17150.0;3500.0
Departamento;Villa de Guadalupe;2;1;1;58;4725.0;2065.0;1960.0
Tienda/Salón;La Merced;0;1;0;40;4550.0;;539.0
Casa de Condominio;Santa Fe;5;5;5;600;70000.0;8050.0;
Tienda en Centro Comercial;Santa Fe;0;2;0;84;19250.0;3482.5;1470.0
Departamento;Coyoacán;3;3;2;270;56000.0;10850.0;27345.5
Departamento;Las Águilas;2;1;1;51;4200.0;1925.0;2275.0
Departamento;Bosques de las Lomas;3;2;1;162;19250.0;5250.0;2194.5
Departamento;Narvarte;2;1;1;85;5600.0;3360.0;315.0
Departamento;Coyoacán;1;0;0;50;7350.0;2205.0;
Casa;Santa Fe;4;6;2;800;34300.0;;1715.0
Departamento;Santa Fe;1;1;1;69;6650.0;3524.5;556.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;151;21140.0;18200.0;
Conjunto Comercial/Sala;Roma;0;17;0;795;375879.0;104412.0;
Conjunto Comercial/Sala;Barrio Bravo;0;1;0;24;2800.0;1589.0;73.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;116;9100.0;3815.0;
Cocineta;Condesa;1;0;0;28;5250.0;1575.0;
Conjunto Comercial/Sala;Condesa;0;0;0;29;5600.0;1729.0;353.5
Galpón/Depósito/Almacén;Pueblo Culhuacán;0;0;0;2170;140000.0;;9744.0
Departamento;San Andrés Tetepilco;1;0;0;58;3325.0;;
Casa;Narvarte;4;6;0;160;12250.0;;
Departamento;Narvarte;3;1;1;80;10500.0;3384.5;644.0
Departamento;Santa Fe;2;1;1;70;4025.0;4410.0;560.0
Departamento;Lomas de Chapultepec;2;1;1;90;12250.0;4025.0;11550.0
Galpón/Depósito/Almacén;Nativitas;0;34;0;14730;1056877.5;195909.0;46399.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;21;4200.0;1925.0;350.0
Departamento;Lomas de Chapultepec;3;2;2;262;70000.0;9026.5;4728.5
Departamento;El Rosedal;1;0;0;33;2625.0;;
Departamento;Del Valle;2;1;0;63;8750.0;3388.0;325.5
Departamento;Del Valle;2;1;0;79;8050.0;2730.0;413.0
Departamento;Polanco;2;2;1;83;12250.0;6265.0;686.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;660;196350.0;29400.0;
Departamento;San Miguel Chapultepec;2;0;0;80;5950.0;1575.0;210.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;60;5250.0;3143.0;588.0
Departamento;Del Valle;4;2;1;270;19250.0;9625.0;1470.0
Edificio Completo;Centro Histórico;0;0;0;1164;140000.0;;30387.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;80;5442.5;;
Departamento;Coyoacán;3;1;2;108;20300.0;6072.5;1288.0
Departamento;Coyoacán;3;2;1;166;24500.0;11900.0;
Departamento;Roma;1;0;0;53;5600.0;2695.0;245.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;21;2800.0;2544.5;
Cocineta;Condesa;1;0;0;15;2800.0;1067.5;84.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;27;2450.0;2450.0;164.5
Galpón/Depósito/Almacén;Santa Marta Acatitla;0;8;0;1981;138705.0;27748.0;8319.5
Conjunto Comercial/Sala;Santa Fe;0;0;0;33;3500.0;1750.0;3500.0
Departamento;Bosques de las Lomas;3;1;1;120;19250.0;3780.0;1942.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;220;42000.0;16800.0;4777.5
Departamento;Santa Fe;3;2;2;168;12250.0;7483.0;1403.5
Departamento;Narvarte;2;0;1;48;5950.0;2450.0;
Departamento;Santa Fe;2;1;1;60;9800.0;3150.0;521.5
Conjunto Comercial/Sala;Centro Histórico;0;1;0;259;81616.5;17626.0;2002.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;35;4375.0;3500.0;721.0
Departamento;Del Valle;4;0;2;217;31500.0;4200.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;375;98437.5;21000.0;
Departamento;Coyoacán;2;0;0;73;10500.0;2450.0;665.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;56;4900.0;3258.5;612.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;70;8050.0;6860.0;871.5
Departamento;Lomas de Chapultepec;2;1;0;73;13300.0;3850.0;735.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;80;15750.0;6300.0;
Departamento;Condesa;1;0;1;50;8750.0;1806.0;87.5
Casa;Villa Coapa;2;0;0;95;3850.0;;
Departamento;San Miguel Chapultepec;2;2;1;91;7000.0;2100.0;507.5
Casa de Condominio;Santa Fe;4;2;4;470;29750.0;1785.0;2100.0
Departamento;Santa Fe;2;1;1;90;10500.0;6461.0;1533.0
Departamento;Centro Histórico;1;0;0;35;3500.0;1050.0;
Departamento;Loma Bonita;1;0;0;60;2450.0;;
Departamento;Condesa;2;0;0;79;12250.0;3360.0;598.5
Departamento;Condesa;4;1;1;280;29750.0;6118.0;2324.0
Tienda/Salón;Coyoacán;0;0;0;49;18200.0;;
Conjunto Comercial/Sala;Peralvillo;0;1;0;34;3150.0;980.0;
Conjunto Comercial/Sala;Centro Histórico;0;1;0;94;21000.0;8260.0;
Departamento;Las Águilas;3;1;1;75;7350.0;2380.0;
Cochera/Estacionamiento;Condesa;0;1;0;0;1575.0;;
Departamento;Coyoacán;3;1;1;160;14000.0;4375.0;7.0
Departamento;San Miguel Chapultepec;3;1;2;79;7700.0;2177.0;427.0
Departamento;Narvarte;3;2;1;109;8750.0;2597.0;367.5
Departamento;Polanco;3;2;2;141;17500.0;6870.5;1799.0
Casa;Santa Fe;5;4;5;890;59500.0;8750.0;8750.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;62;7595.0;4123.0;
Departamento;Condesa;1;0;0;30;4550.0;1400.0;87.5
Conjunto Comercial/Sala;Narvarte;0;1;0;21;4900.0;2383.5;280.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;38;2100.0;2163.0;
Cocineta;La Condesa;1;0;0;20;2975.0;1732.5;
Departamento;Coyoacán;3;2;1;160;35000.0;6300.0;2674.0
Departamento;Juárez;1;0;0;37;4550.0;1260.0;84.0
Departamento;Santa Fe;4;4;4;279;84000.0;18438.0;4889.5
Departamento;Roma;3;1;1;105;20300.0;4725.0;983.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;55;1400.0;3150.0;294.0
Departamento;Lomas de Chapultepec;3;2;1;170;42000.0;6650.0;980.0
Departamento;Condesa;3;0;1;160;17500.0;2800.0;665.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;196;24500.0;4200.0;2614.5
Departamento;Condesa;4;1;3;217;31500.0;9639.0;2275.0
Departamento;Coyoacán;5;2;2;380;42000.0;13300.0;5600.0
Departamento;Del Valle;3;2;1;130;11200.0;3675.0;770.0
Departamento;Santa Fe;4;3;2;270;24500.0;9100.0;2275.0
Departamento;Condesa;1;0;0;45;5600.0;1470.0;252.0
Departamento;Santa Fe;4;3;4;333;42000.0;15400.0;4200.0
Conjunto Comercial/Sala;Lomas de Chapultepec;0;0;0;150;87500.0;8400.0;
Departamento;Santa Fe;2;1;1;90;7700.0;4872.0;1011.5
Tienda/Salón;Santa Fe;0;10;0;440;70000.0;52500.0;
Casa de Vecindad;Tepalcatlalpan;2;1;0;150;4200.0;;
Conjunto Comercial/Sala;Lomas de Chapultepec;0;0;0;150;87500.0;8400.0;2429.0
Departamento;Bosques de las Lomas;2;2;2;100;12250.0;3570.0;1330.0
Departamento;Santa Fe;3;2;3;102;9450.0;5330.5;10304.0
Departamento;Condesa;1;0;0;40;7000.0;2159.5;84.0
Conjunto Comercial/Sala;Coyoacán;0;8;0;415;188825.0;55923.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;6300.0;3412.5;1064.0
Departamento;Santa Fe;3;2;1;126;17500.0;4200.0;
Departamento;Lomas de Chapultepec;2;1;0;80;17500.0;5950.0;630.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;25;1400.0;2047.5;367.5
Departamento;Del Valle;3;2;1;147;17150.0;4620.0;791.0
Casa de Condominio;Santa Fe;4;3;2;450;24150.0;4025.0;2625.0
Departamento;Coyoacán;3;1;1;150;21000.0;7700.0;1750.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;758;106120.0;39291.0;
Tienda en Centro Comercial;Santa Fe;0;4;0;310;17500.0;27300.0;24500.0
Departamento;Coyoacán;3;2;1;190;15750.0;9100.0;1799.0
