customerID,Churn,customer.gender,account.Contract,account.PaymentMethod,account.Charges.Monthly
0621-JFHOL,No,Female,Two year,Mailed check,29.6
0621-TSSMU,No,Male,One year,Credit card (automatic),19.95
0621-TWIEM,Yes,Male,Month-to-month,Electronic check,45.55
0622-OCUQY,,Male,Two year,Mailed check,20.05
0623-EJQEG,No,Male,One year,Electronic check,93.55
0623-GDISB,No,Female,Month-to-month,Bank transfer (automatic),48.45
0623-IIHUG,Yes,Female,Month-to-month,Electronic check,41.9
0625-AFOHS,No,Female,Two year,Mailed check,20.2
0626-QXNGV,No,Female,Two year,Credit card (automatic),24.15
0628-CNQRM,Yes,Male,One year,Bank transfer (automatic),67.5
0634-SZPQA,Yes,Female,Month-to-month,Bank transfer (automatic),90.05
0635-WKOLD,No,Male,One year,Credit card (automatic),70.75
0637-KVDLV,Yes,Male,Month-to-month,Electronic check,76.5
0637-UBJRP,Yes,Male,Month-to-month,Electronic check,84.05
0637-YLETY,Yes,Female,Month-to-month,Credit card (automatic),95.6
0639-QDHAY,,Female,Month-to-month,Electronic check,89.05
0639-TSIQW,Yes,Female,Month-to-month,Credit card (automatic),102.95
0640-YJTPY,No,Male,Two year,Bank transfer (automatic),21.0
0641-EVBOJ,No,Male,Month-to-month,Mailed check,82.3
0643-OKLRP,Yes,Female,Month-to-month,Electronic check,80.35
0644-OQMDK,No,Male,Month-to-month,Electronic check,70.65
0650-BWOZN,No,Female,Month-to-month,Electronic check,73.55
0654-HMSHN,Yes,Male,Month-to-month,Electronic check,104.4
0654-PQKDW,No,Female,One year,Bank transfer (automatic),70.75
0655-RBDUG,Yes,Male,Month-to-month,Bank transfer (automatic),98.05
0655-YDGFJ,No,Male,Month-to-month,Bank transfer (automatic),48.95
0657-DOGUM,No,Female,One year,Bank transfer (automatic),60.6
0661-KBKPA,No,Male,One year,Mailed check,78.75
0661-KQHNK,No,Female,One year,Credit card (automatic),19.0
0661-WCQNQ,No,Male,One year,Credit card (automatic),56.25
0661-XEYAN,Yes,Female,Month-to-month,Mailed check,25.8
0665-XHDJU,No,Male,Two year,Electronic check,99.4
0666-UXTJO,No,Male,Month-to-month,Credit card (automatic),85.2
0667-NSRGI,No,Female,One year,Mailed check,69.55
0668-OGMHD,No,Female,Month-to-month,Electronic check,28.5
0670-ANMUU,No,Male,One year,Credit card (automatic),97.65
0670-KDOMA,No,Female,Month-to-month,Mailed check,20.25
0673-IGUQO,No,Male,Month-to-month,Mailed check,20.45
0674-DGMAQ,No,Male,Month-to-month,Electronic check,93.5
0674-EYYZV,No,Female,Month-to-month,Electronic check,54.65
0674-GCDXG,No,Male,Two year,Bank transfer (automatic),71.9
0675-NCDYU,No,Female,Two year,Credit card (automatic),116.4
0678-RLHVP,No,Female,Two year,Electronic check,105.55
0679-IDSTG,Yes,Female,Month-to-month,Electronic check,69.25
0679-TDGAK,No,Male,One year,Electronic check,75.5
0680-DFNNY,Yes,Male,Month-to-month,Electronic check,101.1
0682-USIXD,No,Female,Month-to-month,Electronic check,86.05
0684-AOSIH,Yes,Male,Month-to-month,Electronic check,95.0
0685-MLYYM,Yes,Female,Month-to-month,Electronic check,70.75
0687-ZVTHB,Yes,Male,One year,Credit card (automatic),72.45
0689-DSXGL,No,Female,Month-to-month,Bank transfer (automatic),85.8
0689-NKYLF,Yes,Male,Month-to-month,Electronic check,83.2
0690-SRQID,No,Male,Month-to-month,Mailed check,19.65
0691-IFBQW,Yes,Female,One year,Electronic check,110.0
0691-JVSYA,Yes,Female,One year,Bank transfer (automatic),94.85
0691-NIKRI,No,Female,One year,Credit card (automatic),105.95
0696-UKTOX,No,Male,Month-to-month,Electronic check,54.15
0697-ZMSWS,Yes,Male,Month-to-month,Electronic check,85.65
0699-NDKJM,No,Female,Month-to-month,Bank transfer (automatic),58.75
0699-XSLUE,,Male,One year,Electronic check,85.45
0701-RFGFI,No,Female,Month-to-month,Bank transfer (automatic),95.4
0701-TJSEF,No,Male,Month-to-month,Bank transfer (automatic),68.25
0702-PGIBZ,Yes,Male,Month-to-month,Electronic check,101.7
0704-VCUMB,No,Female,Two year,Credit card (automatic),20.25
0707-HOVVN,No,Female,Two year,Bank transfer (automatic),75.5
0708-LGSMF,No,Male,Month-to-month,Electronic check,65.85
0708-SJDIS,No,Female,Month-to-month,Mailed check,65.0
0709-TVGUR,Yes,Female,Month-to-month,Electronic check,74.55
0716-BQNDX,No,Male,Two year,Electronic check,93.75
0719-SYFRB,Yes,Female,Month-to-month,Mailed check,61.65
0722-SVSFK,No,Female,Month-to-month,Electronic check,100.4
0722-TROQR,Yes,Female,Month-to-month,Electronic check,74.9
0723-DRCLG,Yes,Female,Month-to-month,Electronic check,74.45
0723-FDLAY,No,Male,One year,Bank transfer (automatic),85.25
0723-VSOBE,No,Female,One year,Electronic check,34.2
0725-CXOTM,No,Female,One year,Credit card (automatic),89.65
0727-BMPLR,Yes,Female,One year,Electronic check,100.0
0727-BNRLG,No,Male,Two year,Credit card (automatic),97.65
0727-IWKVK,Yes,Male,Month-to-month,Electronic check,79.9
0730-BGQGF,No,Male,Two year,Credit card (automatic),90.3
0730-KOAVE,No,Male,Month-to-month,Credit card (automatic),94.3
0731-EBJQB,No,Female,One year,Electronic check,20.4
0732-OCQOC,No,Female,Two year,Bank transfer (automatic),25.05
0733-VUNUW,Yes,Male,Month-to-month,Bank transfer (automatic),55.65
0734-OXWBT,No,Male,Month-to-month,Mailed check,70.7
0739-UUAJR,No,Female,Two year,Credit card (automatic),53.8
0742-LAFQK,No,Male,Two year,Electronic check,99.15
0742-MOABM,Yes,Male,Month-to-month,Mailed check,50.05
0742-NXBGR,Yes,Female,Month-to-month,Electronic check,82.3
0743-HNPFG,No,Female,One year,Credit card (automatic),69.75
0743-HRVFF,No,Female,One year,Electronic check,56.15
0744-BIKKF,No,Male,Two year,Bank transfer (automatic),86.65
0744-GKNGE,No,Female,Month-to-month,Bank transfer (automatic),86.8
0746-JTRFU,Yes,Male,Month-to-month,Electronic check,25.05
0748-RDGGM,Yes,Male,One year,Bank transfer (automatic),109.5
0749-IRGQE,No,Female,Month-to-month,Electronic check,45.3
0750-EBAIU,No,Male,One year,Electronic check,91.25
0750-EKNGL,No,Male,Month-to-month,Mailed check,20.75
0754-EEBDC,No,Male,Two year,Mailed check,19.9
0754-UKWQP,Yes,Male,Month-to-month,Electronic check,95.85
0756-MPZRL,No,Male,One year,Credit card (automatic),33.7
0757-WCUUZ,No,Male,Two year,Credit card (automatic),63.35
0761-AETCS,Yes,Female,Month-to-month,Electronic check,19.3
0769-MURVM,No,Female,Two year,Bank transfer (automatic),65.7
0769-WXZYU,,Male,Two year,Bank transfer (automatic),26.1
0771-CHWSK,No,Male,Two year,Credit card (automatic),74.6
0771-WLCLA,No,Female,Month-to-month,Electronic check,112.95
0772-GYEQQ,Yes,Male,Month-to-month,Mailed check,88.35
0774-IFUVM,No,Male,Month-to-month,Bank transfer (automatic),65.15
0774-RMNUW,No,Female,Two year,Bank transfer (automatic),59.7
0778-NELLA,Yes,Male,Month-to-month,Credit card (automatic),34.7
0780-XNZFN,No,Male,Two year,Bank transfer (automatic),20.65
0781-LKXBR,Yes,Male,Month-to-month,Electronic check,100.5
0784-GTUUK,No,Male,One year,Credit card (automatic),23.75
0784-ZQJZX,No,Male,Two year,Credit card (automatic),19.9
0786-IVLAW,No,Female,One year,Bank transfer (automatic),108.1
0786-VSSUD,Yes,Male,Month-to-month,Mailed check,39.0
0787-LHDYT,No,Male,Month-to-month,Credit card (automatic),20.6
0788-DXBFY,No,Male,One year,Electronic check,19.55
0793-TWELN,No,Female,Month-to-month,Electronic check,80.15
0794-YVSGE,No,Male,Two year,Bank transfer (automatic),20.3
0795-GMVQO,No,Male,One year,Credit card (automatic),109.9
0795-LAFGP,No,Male,Two year,Electronic check,90.4
0795-XCCTE,No,Male,Two year,Bank transfer (automatic),25.4
0799-DDIHE,No,Female,Month-to-month,Electronic check,46.3
0804-XBFBV,No,Female,Month-to-month,Electronic check,25.2
0804-YGEQV,No,Female,One year,Bank transfer (automatic),24.45
0807-ZABDG,Yes,Female,Month-to-month,Mailed check,55.1
0810-BDHAW,No,Female,One year,Electronic check,78.4
0810-DHDBD,No,Female,One year,Credit card (automatic),74.0
0811-GSDTP,No,Female,Month-to-month,Electronic check,30.15
0812-WUPTB,Yes,Male,Month-to-month,Mailed check,70.85
0813-TAXXS,No,Male,Two year,Bank transfer (automatic),77.8
0815-MFZGM,No,Female,Two year,Credit card (automatic),99.0
0816-TSPHQ,No,Male,Month-to-month,Mailed check,20.75
0817-HSUSE,No,Male,Month-to-month,Electronic check,75.5
0818-OCPZO,Yes,Male,Month-to-month,Electronic check,81.45
0820-FNRNX,No,Male,Month-to-month,Mailed check,66.7
0822-GAVAP,Yes,Female,Month-to-month,Electronic check,34.7
0822-QGCXA,No,Female,Month-to-month,Electronic check,83.85
0823-HSCDJ,Yes,Male,Month-to-month,Electronic check,49.15
0824-VWDPO,No,Female,One year,Bank transfer (automatic),96.75
0825-CPPQH,No,Female,Two year,Credit card (automatic),19.1
0827-ITJPH,No,Male,Two year,Credit card (automatic),18.55
0829-DDVLK,No,Female,One year,Credit card (automatic),20.1
0829-XXPLX,No,Female,Month-to-month,Bank transfer (automatic),89.4
0831-JNISG,No,Male,Two year,Mailed check,19.8
0835-DUUIQ,No,Female,One year,Bank transfer (automatic),21.05
0835-JKADZ,No,Female,Two year,Electronic check,111.25
0836-SEYLU,Yes,Male,Month-to-month,Mailed check,40.65
0839-JTCUD,No,Female,Two year,Credit card (automatic),89.9
0839-QNXME,No,Female,Two year,Credit card (automatic),19.4
0840-DCNZE,No,Male,One year,Bank transfer (automatic),86.95
0840-DFEZH,No,Female,Month-to-month,Electronic check,75.35
0840-JCCUW,,Female,Month-to-month,Electronic check,45.0
0841-NULXI,Yes,Male,Month-to-month,Electronic check,35.55
0842-IWYCP,No,Female,Month-to-month,Bank transfer (automatic),44.95
0843-WTBXE,Yes,Male,Month-to-month,Bank transfer (automatic),85.45
0847-HGRML,No,Male,Two year,Bank transfer (automatic),20.0
0848-SOMKO,No,Male,Two year,Bank transfer (automatic),48.4
0848-ZGQIJ,No,Female,Month-to-month,Bank transfer (automatic),94.65
0851-DFJKB,No,Female,Month-to-month,Electronic check,58.95
0853-NWIFK,No,Female,One year,Electronic check,100.3
0853-TWRVK,No,Male,Two year,Bank transfer (automatic),105.6
0854-UYHZD,No,Female,Two year,Mailed check,19.55
0856-NAOES,No,Male,Month-to-month,Mailed check,60.9
0859-YGKFW,No,Male,One year,Bank transfer (automatic),20.05
0862-PRCBS,No,Female,Two year,Credit card (automatic),103.75
0864-FVJNJ,No,Female,One year,Electronic check,113.35
0866-QLSIR,Yes,Female,One year,Mailed check,64.4
0867-LDTTC,No,Male,Month-to-month,Bank transfer (automatic),75.15
0867-MKZVY,Yes,Female,Month-to-month,Electronic check,82.4
0868-VJRDR,No,Male,Two year,Credit card (automatic),104.05
0869-PAPRP,No,Female,Month-to-month,Credit card (automatic),85.7
0870-VEMYL,Yes,Female,Month-to-month,Credit card (automatic),53.85
0871-OPBXW,No,Female,Month-to-month,Mailed check,20.05
0871-URUWO,Yes,Male,Month-to-month,Credit card (automatic),102.25
0872-CASZJ,No,Male,One year,Mailed check,69.1
0872-JCPIB,No,Male,Month-to-month,Bank transfer (automatic),65.75
0872-NXJYS,Yes,Female,Month-to-month,Electronic check,79.55
0875-CABNR,Yes,Female,Month-to-month,Credit card (automatic),84.6
0876-WDUUZ,Yes,Female,Month-to-month,Credit card (automatic),85.4
0877-SDMBN,Yes,Female,One year,Bank transfer (automatic),103.95
0880-FVFWF,No,Male,Month-to-month,Electronic check,86.4
0880-TKATG,Yes,Male,Month-to-month,Electronic check,101.15
0883-EIBTI,Yes,Female,Month-to-month,Mailed check,19.5
0885-HMGPY,No,Male,Two year,Bank transfer (automatic),69.4
0886-QGENL,Yes,Female,Month-to-month,Electronic check,101.25
0887-HJGAR,Yes,Male,Month-to-month,Mailed check,45.7
0887-WBJVH,No,Female,One year,Electronic check,93.45
0895-DQHEW,Yes,Male,Month-to-month,Electronic check,104.3
0895-LMRSF,No,Male,One year,Bank transfer (automatic),64.9
0895-LNKRC,No,Male,One year,Mailed check,19.45
0895-UADGO,No,Male,Two year,Mailed check,44.55
0897-FEGMU,Yes,Female,Month-to-month,Electronic check,99.5
0898-XCGTF,No,Male,One year,Bank transfer (automatic),96.5
0899-LIIBW,No,Male,Month-to-month,Electronic check,100.85
0899-WZRSD,No,Male,Month-to-month,Mailed check,105.35
0902-RFHOF,No,Male,One year,Mailed check,20.1
0902-XKXPN,No,Male,Two year,Bank transfer (automatic),20.2
0906-QVPMS,No,Male,Two year,Bank transfer (automatic),115.15
0907-HQNTS,No,Female,Two year,Credit card (automatic),113.0
0909-SDHNU,No,Female,Month-to-month,Mailed check,29.8
0909-SELIE,No,Male,Two year,Bank transfer (automatic),80.8
0910-AJOHQ,,Female,Two year,Bank transfer (automatic),115.1
0913-XWSCN,No,Male,Month-to-month,Bank transfer (automatic),85.5
0916-KNFAJ,No,Male,Two year,Mailed check,69.9
0916-QOFDP,No,Female,Month-to-month,Electronic check,95.8
0917-EZOLA,Yes,Male,Two year,Bank transfer (automatic),104.15
0921-OHLVP,No,Male,Month-to-month,Electronic check,83.05
0923-PNFUB,Yes,Female,Month-to-month,Electronic check,83.75
0924-BJCRC,No,Female,Month-to-month,Electronic check,89.45
0925-VYDLG,Yes,Female,Month-to-month,Electronic check,75.25
0927-CNGRH,No,Male,Month-to-month,Mailed check,19.55
0927-LCSMG,Yes,Male,Month-to-month,Mailed check,74.65
0928-JMXNP,No,Male,Month-to-month,Electronic check,29.9
0928-XUTSN,No,Female,Month-to-month,Electronic check,80.5
0929-HYQEW,No,Male,Month-to-month,Mailed check,50.15
0929-PECLO,No,Female,Month-to-month,Bank transfer (automatic),89.6
0930-EHUZA,No,Female,One year,Mailed check,76.35
0931-MHTEM,No,Female,One year,Credit card (automatic),100.05
0932-YIXYU,No,Female,Two year,Credit card (automatic),20.25
0936-NQLJU,No,Female,Two year,Credit card (automatic),20.65
0939-EREMR,No,Female,Month-to-month,Mailed check,53.45
0939-YAPAF,Yes,Female,Month-to-month,Electronic check,100.25
0940-OUQEC,Yes,Male,Month-to-month,Bank transfer (automatic),80.7
0942-KOWSM,No,Female,Two year,Bank transfer (automatic),80.8
0943-ZQPXH,No,Male,Month-to-month,Bank transfer (automatic),92.95
0945-TSONX,No,Female,Two year,Credit card (automatic),85.3
0946-CLJTI,Yes,Male,Month-to-month,Electronic check,98.7
0946-FKYTX,No,Male,One year,Mailed check,30.1
0947-IDHRQ,Yes,Female,Month-to-month,Mailed check,80.3
0947-MUGVO,Yes,Male,Month-to-month,Electronic check,73.65
0950-TZGED,,Male,Two year,Bank transfer (automatic),25.95
0952-KMEEH,Yes,Male,Month-to-month,Mailed check,98.15
0953-LGOVU,No,Male,Month-to-month,Mailed check,35.5
0956-ACVZC,No,Female,One year,Credit card (automatic),94.1
0956-SYCWG,No,Female,One year,Electronic check,19.65
0958-YHXGP,No,Female,Month-to-month,Mailed check,69.9
0959-WHOKV,No,Male,One year,Electronic check,99.0
0960-HUWBM,No,Male,Two year,Bank transfer (automatic),104.1
0961-ZWLVI,No,Male,One year,Credit card (automatic),109.2
0962-CQPWQ,No,Female,Two year,Bank transfer (automatic),20.3
0963-ZBDRN,Yes,Male,Month-to-month,Electronic check,96.2
0967-BMLBD,No,Female,One year,Mailed check,20.0
0968-FTNYZ,,Female,Month-to-month,Electronic check,56.0
0968-GSIKN,Yes,Female,Month-to-month,Mailed check,70.8
0969-RGKCU,No,Male,One year,Credit card (automatic),19.8
0970-ETWGE,Yes,Male,Month-to-month,Electronic check,89.55
0970-QXPXW,No,Female,Month-to-month,Mailed check,19.65
0971-QIFJK,No,Female,Two year,Bank transfer (automatic),24.25
0973-KYVNF,No,Female,Two year,Credit card (automatic),70.65
0975-UYDTX,No,Female,One year,Credit card (automatic),90.1
0975-VOOVL,No,Female,Month-to-month,Mailed check,29.2
0979-MOZQI,No,Male,Two year,Bank transfer (automatic),39.0
0979-PHULV,Yes,Male,Month-to-month,Credit card (automatic),99.45
0980-FEXWF,No,Male,One year,Mailed check,50.35
0980-PVMRC,No,Female,Month-to-month,Electronic check,50.85
0983-TATYJ,No,Female,One year,Mailed check,51.45
0988-AADSA,No,Female,Two year,Bank transfer (automatic),80.85
0988-JRWWP,No,Female,Month-to-month,Electronic check,54.2
0991-BRRFB,Yes,Male,Month-to-month,Electronic check,49.4
0993-OSGPT,No,Female,One year,Bank transfer (automatic),60.65
0997-YTLNY,No,Female,Month-to-month,Mailed check,48.8
0999-QXNSA,No,Male,Month-to-month,Mailed check,45.75
1000-AJSLD,Yes,Male,Month-to-month,Mailed check,20.1
1004-NOZNR,No,Male,One year,Credit card (automatic),94.8
1009-IRMNA,Yes,Female,Month-to-month,Bank transfer (automatic),20.0
1010-DIAUQ,Yes,Male,Month-to-month,Bank transfer (automatic),96.5
1013-QCWAM,No,Female,Month-to-month,Electronic check,100.8
1015-JPFYW,No,Male,One year,Mailed check,19.45
1015-OWJKI,No,Male,Month-to-month,Mailed check,19.05
1016-DJTSV,No,Male,Month-to-month,Electronic check,69.7
1017-FBQMM,No,Female,One year,Credit card (automatic),106.05
1020-JPQOW,No,Female,Month-to-month,Electronic check,90.55
1022-RKXDR,No,Female,One year,Mailed check,24.85
1023-BQXZE,No,Male,Two year,Bank transfer (automatic),74.35
1024-GUALD,Yes,Female,Month-to-month,Electronic check,24.8
1024-KPRBB,No,Female,One year,Mailed check,89.1
1024-VRZHF,Yes,Male,Month-to-month,Electronic check,74.95
1025-FALIX,No,Female,Month-to-month,Credit card (automatic),69.05
1027-LKKQQ,No,Female,Two year,Bank transfer (automatic),80.45
1028-FFNJK,No,Male,Month-to-month,Electronic check,101.5
1029-QFBEN,Yes,Male,Month-to-month,Mailed check,19.55
1031-IIDEO,Yes,Female,Month-to-month,Electronic check,70.85
1032-MAELW,No,Female,One year,Electronic check,78.45
1035-IPQPU,No,Female,Month-to-month,Electronic check,103.5
1036-GUDCL,No,Male,Month-to-month,Credit card (automatic),79.05
1038-RQOST,No,Male,Month-to-month,Mailed check,20.6
1038-ZAGBI,Yes,Female,One year,Bank transfer (automatic),19.8
1041-RXHRA,Yes,Female,Month-to-month,Bank transfer (automatic),70.25
1042-HFUCW,No,Female,One year,Credit card (automatic),54.75
1043-UXOVO,No,Female,Two year,Credit card (automatic),113.15
1043-YCUTE,Yes,Male,Two year,Credit card (automatic),25.15
1045-LTCYT,No,Female,Month-to-month,Credit card (automatic),21.05
1047-NNCBF,No,Male,Month-to-month,Credit card (automatic),70.55
1047-RNXZV,No,Male,Two year,Mailed check,19.55
1049-FYSYG,No,Female,Month-to-month,Credit card (automatic),35.65
1051-EQPZR,No,Female,Month-to-month,Mailed check,19.6
1051-GEJLJ,No,Female,Month-to-month,Mailed check,19.5
1052-QJIBV,No,Female,Two year,Credit card (automatic),19.9
1053-MXTTK,No,Female,Two year,Bank transfer (automatic),108.65
1057-FOGLZ,No,Female,Month-to-month,Mailed check,19.65
1058-CIYUA,,Female,One year,Electronic check,106.5
1060-ENTOF,No,Female,One year,Credit card (automatic),105.4
1061-PNTHC,No,Female,Month-to-month,Mailed check,109.6
1062-LHZOD,Yes,Male,Month-to-month,Mailed check,69.9
1063-DHQJF,No,Male,Two year,Mailed check,92.15
1064-FBXNK,No,Male,One year,Credit card (automatic),19.85
1066-JKSGK,Yes,Male,Month-to-month,Mailed check,20.15
1069-QJOEE,No,Male,One year,Electronic check,19.9
1069-XAIEM,Yes,Female,Month-to-month,Electronic check,85.05
1073-XXCZD,No,Male,Two year,Bank transfer (automatic),25.7
1074-AMIOH,No,Female,Month-to-month,Bank transfer (automatic),108.25
1074-WVEVG,No,Female,One year,Mailed check,20.35
1075-BGWOH,Yes,Male,Month-to-month,Electronic check,98.75
1077-HUUJM,No,Female,Month-to-month,Electronic check,71.05
1078-TDCRN,No,Female,Month-to-month,Electronic check,30.75
1080-BWSYE,No,Male,Two year,Credit card (automatic),25.65
1084-MNSMJ,No,Female,Two year,Credit card (automatic),85.5
1084-UQCHV,Yes,Male,Month-to-month,Bank transfer (automatic),69.75
1085-LDWAM,No,Female,One year,Credit card (automatic),20.35
1086-LXKFY,Yes,Female,Month-to-month,Mailed check,69.1
1087-GRUYI,No,Male,Two year,Bank transfer (automatic),20.4
1087-UDSIH,Yes,Female,Month-to-month,Mailed check,19.6
1088-AUUZZ,No,Male,Two year,Credit card (automatic),75.85
1088-CNNKB,No,Male,One year,Credit card (automatic),80.0
1089-HDMKP,No,Male,Month-to-month,Electronic check,54.55
1089-XZWHH,No,Female,Two year,Mailed check,19.7
1090-ESELR,No,Male,Two year,Bank transfer (automatic),105.5
1090-PYKCI,No,Female,One year,Credit card (automatic),105.1
1091-SOZGA,No,Female,One year,Credit card (automatic),99.8
1092-GANHU,Yes,Male,Month-to-month,Electronic check,76.65
1092-WPIVQ,No,Female,Two year,Mailed check,25.1
1093-YSWCA,No,Male,Two year,Credit card (automatic),19.55
1094-BKOSX,No,Female,One year,Bank transfer (automatic),51.0
1095-JUDTC,Yes,Female,Month-to-month,Electronic check,95.05
1095-WGNGG,No,Female,Two year,Bank transfer (automatic),101.05
1096-ADRUX,No,Female,One year,Bank transfer (automatic),74.25
